occupancy_date,sector,capacity_type,location_city,occupied_beds,capacity_actual_bed,occupied_rooms,capacity_actual_room,occupancy_rate_beds,occupancy_rate_rooms,occupancy_rate
2024-01-03,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-03,Mixed Adult,Room Based Capacity,Toronto,0,0,81,83,0,0.9759036144578314,97.59036144578313
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,42,46,0,0,0.9130434782608695,0,91.30434782608695
2024-01-03,Youth,Bed Based Capacity,Toronto,49,50,0,0,0.98,0,98
2024-01-03,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-03,Youth,Room Based Capacity,Scarborough,0,0,46,46,0,1,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,7,11,0,0,0.6363636363636364,0,63.63636363636363
2024-01-03,Women,Bed Based Capacity,Toronto,36,37,0,0,0.972972972972973,0,97.2972972972973
2024-01-03,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-03,Women,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,69,70,0,0,0.9857142857142858,0,98.57142857142858
2024-01-03,Mixed Adult,Room Based Capacity,North York,0,0,262,262,0,1,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,61,70,0,0,0.8714285714285714,0,87.14285714285714
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,59,60,0,0,0.9833333333333333,0,98.33333333333333
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,117,118,0,0,0.9915254237288136,0,99.15254237288136
2024-01-03,Youth,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Toronto,26,26,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-03,Men,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-03,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-03,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,109,111,0,0,0.9819819819819819,0,98.1981981981982
2024-01-03,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,66,66,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,73,73,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-03,Mixed Adult,Room Based Capacity,Toronto,0,0,7,7,0,1,100
2024-01-03,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,North York,3,4,0,0,0.75,0,75
2024-01-03,Mixed Adult,Room Based Capacity,Scarborough,0,0,323,323,0,1,100
2024-01-03,Mixed Adult,Room Based Capacity,Toronto,0,0,161,161,0,1,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,33,33,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,NA,19,19,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,81,82,0,0,0.9878048780487805,0,98.78048780487805
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,15,17,0,0,0.8823529411764706,0,88.23529411764706
2024-01-03,Youth,Bed Based Capacity,Toronto,10,12,0,0,0.8333333333333334,0,83.33333333333334
2024-01-03,Youth,Bed Based Capacity,Toronto,12,15,0,0,0.8,0,80
2024-01-03,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-03,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-03,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-03,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-03,Families,Room Based Capacity,Toronto,0,0,77,77,0,1,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-03,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-03,Women,Bed Based Capacity,Toronto,85,86,0,0,0.9883720930232558,0,98.83720930232558
2024-01-03,Women,Room Based Capacity,North York,0,0,54,54,0,1,100
2024-01-03,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-03,Men,Room Based Capacity,Scarborough,0,0,131,131,0,1,100
2024-01-03,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-03,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-03,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-03,Men,Bed Based Capacity,Toronto,49,50,0,0,0.98,0,98
2024-01-03,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-03,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-03,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-03,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-03,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Etobicoke,32,33,0,0,0.9696969696969697,0,96.96969696969697
2024-01-03,Youth,Bed Based Capacity,Etobicoke,19,20,0,0,0.95,0,95
2024-01-03,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-03,Youth,Bed Based Capacity,Scarborough,40,41,0,0,0.975609756097561,0,97.5609756097561
2024-01-04,Families,Room Based Capacity,Toronto,0,0,150,150,0,1,100
2024-01-04,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,8,8,0,0,1,0,100
2024-01-04,Families,Room Based Capacity,North York,0,0,67,67,0,1,100
2024-01-04,Families,Room Based Capacity,North York,0,0,161,161,0,1,100
2024-01-04,Mixed Adult,Room Based Capacity,Etobicoke,0,0,144,144,0,1,100
2024-01-04,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-04,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-04,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-04,Mixed Adult,Room Based Capacity,North York,0,0,82,82,0,1,100
2024-01-04,Mixed Adult,Room Based Capacity,North York,0,0,15,15,0,1,100
2024-01-04,Mixed Adult,Room Based Capacity,North York,0,0,74,74,0,1,100
2024-01-04,Men,Bed Based Capacity,Toronto,13,18,0,0,0.7222222222222222,0,72.22222222222221
2024-01-04,Women,Room Based Capacity,Scarborough,0,0,103,103,0,1,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,43,43,0,1,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,48,48,0,1,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,20,20,0,1,100
2024-01-04,Men,Bed Based Capacity,Toronto,60,68,0,0,0.8823529411764706,0,88.23529411764706
2024-01-04,Mixed Adult,Room Based Capacity,Vaughan,0,0,65,69,0,0.9420289855072463,94.20289855072464
2024-01-04,Men,Bed Based Capacity,Toronto,46,48,0,0,0.9583333333333334,0,95.83333333333334
2024-01-04,Men,Bed Based Capacity,Toronto,101,101,0,0,1,0,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,48,48,0,0,1,0,100
2024-01-04,Mixed Adult,Room Based Capacity,NA,0,0,132,132,0,1,100
2024-01-04,Mixed Adult,Room Based Capacity,NA,0,0,16,16,0,1,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,92,93,0,0,0.989247311827957,0,98.9247311827957
2024-01-04,Men,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,66,67,0,0,0.9850746268656716,0,98.50746268656717
2024-01-04,Men,Bed Based Capacity,Toronto,119,119,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,29,36,0,0,0.8055555555555556,0,80.55555555555556
2024-01-04,Men,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,53,53,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,105,106,0,0,0.9905660377358491,0,99.05660377358491
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,34,35,0,0,0.9714285714285714,0,97.14285714285714
2024-01-04,Mixed Adult,Room Based Capacity,Toronto,0,0,63,65,0,0.9692307692307692,96.92307692307692
2024-01-04,Women,Bed Based Capacity,Toronto,88,88,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,1,2,0,0,0.5,0,50
2024-01-04,Youth,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,26,28,0,0,0.9285714285714286,0,92.85714285714286
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,118,119,0,0,0.9915966386554622,0,99.15966386554622
2024-01-04,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-04,Mixed Adult,Room Based Capacity,Toronto,0,0,81,83,0,0.9759036144578314,97.59036144578313
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,49,50,0,0,0.98,0,98
2024-01-04,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-04,Youth,Room Based Capacity,Scarborough,0,0,46,46,0,1,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,7,11,0,0,0.6363636363636364,0,63.63636363636363
2024-01-04,Women,Bed Based Capacity,Toronto,36,37,0,0,0.972972972972973,0,97.2972972972973
2024-01-04,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-04,Women,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,69,70,0,0,0.9857142857142858,0,98.57142857142858
2024-01-04,Mixed Adult,Room Based Capacity,North York,0,0,264,264,0,1,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,60,70,0,0,0.8571428571428571,0,85.71428571428571
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,60,60,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,113,116,0,0,0.9741379310344828,0,97.41379310344827
2024-01-04,Youth,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,26,26,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,24,25,0,0,0.96,0,96
2024-01-04,Men,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-04,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-04,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,111,111,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,66,66,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,73,73,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-04,Mixed Adult,Room Based Capacity,Toronto,0,0,7,7,0,1,100
2024-01-04,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,North York,4,4,0,0,1,0,100
2024-01-04,Mixed Adult,Room Based Capacity,Scarborough,0,0,323,323,0,1,100
2024-01-04,Mixed Adult,Room Based Capacity,Toronto,0,0,164,164,0,1,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,NA,19,19,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,81,81,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,15,17,0,0,0.8823529411764706,0,88.23529411764706
2024-01-04,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-04,Youth,Bed Based Capacity,Toronto,12,15,0,0,0.8,0,80
2024-01-04,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-04,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-04,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-04,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,76,77,0,0.987012987012987,98.7012987012987
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-04,Women,Bed Based Capacity,Toronto,85,85,0,0,1,0,100
2024-01-04,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-04,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-04,Men,Room Based Capacity,Scarborough,0,0,131,131,0,1,100
2024-01-04,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-04,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-04,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-04,Men,Bed Based Capacity,Toronto,50,50,0,0,1,0,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-04,Mixed Adult,Bed Based Capacity,Toronto,31,32,0,0,0.96875,0,96.875
2024-01-04,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-04,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-04,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-04,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Etobicoke,33,33,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Etobicoke,19,20,0,0,0.95,0,95
2024-01-04,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-04,Youth,Bed Based Capacity,Scarborough,40,41,0,0,0.975609756097561,0,97.5609756097561
2024-01-05,Families,Room Based Capacity,Toronto,0,0,149,149,0,1,100
2024-01-05,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,8,8,0,0,1,0,100
2024-01-05,Families,Room Based Capacity,North York,0,0,68,68,0,1,100
2024-01-05,Families,Room Based Capacity,North York,0,0,162,162,0,1,100
2024-01-05,Mixed Adult,Room Based Capacity,Etobicoke,0,0,144,144,0,1,100
2024-01-05,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-05,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,22,23,0,0,0.9565217391304348,0,95.65217391304348
2024-01-05,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-05,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-05,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-05,Mixed Adult,Room Based Capacity,North York,0,0,81,82,0,0.9878048780487805,98.78048780487805
2024-01-05,Mixed Adult,Room Based Capacity,North York,0,0,15,15,0,1,100
2024-01-05,Mixed Adult,Room Based Capacity,North York,0,0,74,75,0,0.9866666666666667,98.66666666666667
2024-01-05,Men,Bed Based Capacity,Toronto,13,18,0,0,0.7222222222222222,0,72.22222222222221
2024-01-05,Women,Room Based Capacity,Scarborough,0,0,103,103,0,1,100
2024-01-05,Families,Room Based Capacity,Toronto,0,0,43,43,0,1,100
2024-01-05,Families,Room Based Capacity,Toronto,0,0,48,48,0,1,100
2024-01-05,Families,Room Based Capacity,Toronto,0,0,20,20,0,1,100
2024-01-05,Men,Bed Based Capacity,Toronto,63,68,0,0,0.9264705882352942,0,92.64705882352942
2024-01-05,Mixed Adult,Room Based Capacity,Vaughan,0,0,65,69,0,0.9420289855072463,94.20289855072464
2024-01-05,Men,Bed Based Capacity,Toronto,46,48,0,0,0.9583333333333334,0,95.83333333333334
2024-01-05,Men,Bed Based Capacity,Toronto,101,101,0,0,1,0,100
2024-01-05,Families,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,44,48,0,0,0.9166666666666666,0,91.66666666666666
2024-01-05,Mixed Adult,Room Based Capacity,NA,0,0,132,132,0,1,100
2024-01-05,Mixed Adult,Room Based Capacity,NA,0,0,15,15,0,1,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,92,93,0,0,0.989247311827957,0,98.9247311827957
2024-01-05,Men,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,67,67,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,119,119,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,30,36,0,0,0.8333333333333334,0,83.33333333333334
2024-01-05,Men,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,53,53,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,105,105,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,33,35,0,0,0.9428571428571428,0,94.28571428571428
2024-01-05,Mixed Adult,Room Based Capacity,Toronto,0,0,62,65,0,0.9538461538461539,95.38461538461539
2024-01-05,Women,Bed Based Capacity,Toronto,88,88,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-05,Youth,Bed Based Capacity,Toronto,1,2,0,0,0.5,0,50
2024-01-05,Youth,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-05,Youth,Bed Based Capacity,Toronto,29,30,0,0,0.9666666666666667,0,96.66666666666667
2024-01-05,Youth,Bed Based Capacity,Toronto,27,28,0,0,0.9642857142857143,0,96.42857142857143
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,118,119,0,0,0.9915966386554622,0,99.15966386554622
2024-01-05,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-05,Mixed Adult,Room Based Capacity,Toronto,0,0,81,83,0,0.9759036144578314,97.59036144578313
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,30,31,0,0,0.967741935483871,0,96.7741935483871
2024-01-05,Youth,Bed Based Capacity,Toronto,49,50,0,0,0.98,0,98
2024-01-05,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-05,Youth,Room Based Capacity,Scarborough,0,0,45,46,0,0.9782608695652174,97.82608695652173
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,7,11,0,0,0.6363636363636364,0,63.63636363636363
2024-01-05,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-05,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-05,Women,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-05,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,70,70,0,0,1,0,100
2024-01-05,Mixed Adult,Room Based Capacity,North York,0,0,267,267,0,1,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,63,70,0,0,0.9,0,90
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,57,58,0,0,0.9827586206896551,0,98.27586206896551
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,115,116,0,0,0.9913793103448276,0,99.13793103448276
2024-01-05,Youth,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-05,Youth,Bed Based Capacity,Toronto,25,26,0,0,0.9615384615384616,0,96.15384615384616
2024-01-05,Men,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-05,Men,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-05,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-05,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,110,110,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-05,Women,Bed Based Capacity,Toronto,66,66,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,73,74,0,0,0.9864864864864865,0,98.64864864864865
2024-01-05,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-05,Mixed Adult,Room Based Capacity,Toronto,0,0,7,7,0,1,100
2024-01-05,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-05,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-05,Women,Bed Based Capacity,North York,4,4,0,0,1,0,100
2024-01-05,Mixed Adult,Room Based Capacity,Scarborough,0,0,323,323,0,1,100
2024-01-05,Mixed Adult,Room Based Capacity,Toronto,0,0,164,164,0,1,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,NA,19,19,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,85,85,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-05,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-05,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-05,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-05,Men,Bed Based Capacity,Toronto,15,17,0,0,0.8823529411764706,0,88.23529411764706
2024-01-05,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-05,Youth,Bed Based Capacity,Toronto,12,15,0,0,0.8,0,80
2024-01-05,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
