occupancy_date,sector,capacity_type,location_city,occupancy_rate
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,North York,100
2024-01-18,Women,Bed Based Capacity,North York,100
2024-01-18,Men,Bed Based Capacity,North York,100
2024-01-18,Women,Bed Based Capacity,North York,100
2024-01-18,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,NA,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,88.23529411764706
2024-01-18,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-18,Youth,Bed Based Capacity,Toronto,73.33333333333333
2024-01-18,Women,Bed Based Capacity,Toronto,93.75
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Men,Room Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Women,Room Based Capacity,Toronto,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Women,Room Based Capacity,North York,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Room Based Capacity,Scarborough,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Room Based Capacity,North York,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,NA,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Etobicoke,90.9090909090909
2024-01-18,Youth,Bed Based Capacity,Etobicoke,100
2024-01-18,Youth,Bed Based Capacity,Scarborough,100
2024-01-18,Youth,Bed Based Capacity,Scarborough,100
2024-01-19,Families,Room Based Capacity,Toronto,98.65771812080536
2024-01-19,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,87.5
2024-01-19,Families,Room Based Capacity,North York,100
2024-01-19,Families,Room Based Capacity,North York,100
2024-01-19,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-19,Men,Room Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Room Based Capacity,North York,100
2024-01-19,Mixed Adult,Room Based Capacity,North York,98.75
2024-01-19,Mixed Adult,Room Based Capacity,North York,100
2024-01-19,Mixed Adult,Room Based Capacity,North York,100
2024-01-19,Men,Bed Based Capacity,Toronto,88.88888888888889
2024-01-19,Mixed Adult,Bed Based Capacity,NA,100
2024-01-19,Women,Room Based Capacity,Scarborough,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,97.05882352941175
2024-01-19,Mixed Adult,Room Based Capacity,Vaughan,95.23809523809524
2024-01-19,Men,Bed Based Capacity,Toronto,93.75
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Room Based Capacity,NA,100
2024-01-19,Mixed Adult,Room Based Capacity,NA,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,94.44444444444444
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,88.57142857142857
2024-01-19,Mixed Adult,Room Based Capacity,Toronto,93.84615384615384
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,93.33333333333331
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,98.71794871794872
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,99.33333333333331
2024-01-19,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-19,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,98
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Room Based Capacity,Scarborough,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,90
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,96
2024-01-19,Women,Bed Based Capacity,Toronto,98.07692307692308
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,98.55072463768116
2024-01-19,Mixed Adult,Room Based Capacity,North York,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,94.11764705882352
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,95
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,99.33333333333331
2024-01-19,Youth,Bed Based Capacity,Toronto,83.33333333333334
2024-01-19,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,80
2024-01-19,Men,Room Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Scarborough,98.87640449438202
2024-01-19,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,North York,100
2024-01-19,Women,Bed Based Capacity,North York,100
2024-01-19,Men,Bed Based Capacity,North York,100
2024-01-19,Women,Bed Based Capacity,North York,100
2024-01-19,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-19,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,NA,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,88.23529411764706
2024-01-19,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-19,Youth,Bed Based Capacity,Toronto,66.66666666666666
2024-01-19,Women,Bed Based Capacity,Toronto,87.5
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Men,Room Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Women,Room Based Capacity,Toronto,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Women,Room Based Capacity,North York,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Room Based Capacity,Scarborough,99.23664122137404
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Room Based Capacity,North York,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Men,Bed Based Capacity,Toronto,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,NA,100
2024-01-19,Families,Room Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Women,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Toronto,100
2024-01-19,Youth,Bed Based Capacity,Etobicoke,87.87878787878788
2024-01-19,Youth,Bed Based Capacity,Etobicoke,100
2024-01-19,Youth,Bed Based Capacity,Scarborough,100
2024-01-19,Youth,Bed Based Capacity,Scarborough,100
2024-01-20,Families,Room Based Capacity,Toronto,98.65771812080536
2024-01-20,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,87.5
2024-01-20,Families,Room Based Capacity,North York,100
2024-01-20,Families,Room Based Capacity,North York,100
2024-01-20,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-20,Men,Room Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Room Based Capacity,North York,100
2024-01-20,Mixed Adult,Room Based Capacity,North York,98.76543209876544
2024-01-20,Mixed Adult,Room Based Capacity,North York,100
2024-01-20,Mixed Adult,Room Based Capacity,North York,100
2024-01-20,Men,Bed Based Capacity,Toronto,88.88888888888889
2024-01-20,Mixed Adult,Bed Based Capacity,NA,100
2024-01-20,Women,Room Based Capacity,Scarborough,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,97.05882352941175
2024-01-20,Mixed Adult,Room Based Capacity,Vaughan,95.23809523809524
2024-01-20,Men,Bed Based Capacity,Toronto,93.75
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Room Based Capacity,NA,100
2024-01-20,Mixed Adult,Room Based Capacity,NA,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,97.2222222222222
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,88.57142857142857
2024-01-20,Mixed Adult,Room Based Capacity,Toronto,92.3076923076923
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-20,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,98
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Room Based Capacity,Scarborough,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,90
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,96
2024-01-20,Women,Bed Based Capacity,Toronto,98.07692307692308
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Room Based Capacity,North York,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,91.17647058823528
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,99.33333333333331
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,80
2024-01-20,Men,Room Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-20,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,North York,100
2024-01-20,Women,Bed Based Capacity,North York,100
2024-01-20,Men,Bed Based Capacity,North York,83.33333333333334
2024-01-20,Women,Bed Based Capacity,North York,100
2024-01-20,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-20,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,NA,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,88.23529411764706
2024-01-20,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-20,Youth,Bed Based Capacity,Toronto,66.66666666666666
2024-01-20,Women,Bed Based Capacity,Toronto,87.5
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Men,Room Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Women,Room Based Capacity,Toronto,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Women,Room Based Capacity,North York,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Room Based Capacity,Scarborough,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Room Based Capacity,North York,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Men,Bed Based Capacity,Toronto,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,NA,100
2024-01-20,Families,Room Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Women,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Toronto,100
2024-01-20,Youth,Bed Based Capacity,Etobicoke,87.87878787878788
2024-01-20,Youth,Bed Based Capacity,Etobicoke,100
2024-01-20,Youth,Bed Based Capacity,Scarborough,100
2024-01-20,Youth,Bed Based Capacity,Scarborough,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,87.5
2024-01-21,Families,Room Based Capacity,North York,100
2024-01-21,Families,Room Based Capacity,North York,100
2024-01-21,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-21,Men,Room Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Room Based Capacity,North York,100
2024-01-21,Mixed Adult,Room Based Capacity,North York,98.76543209876544
2024-01-21,Mixed Adult,Room Based Capacity,North York,100
2024-01-21,Mixed Adult,Room Based Capacity,North York,100
2024-01-21,Men,Bed Based Capacity,Toronto,88.88888888888889
2024-01-21,Mixed Adult,Bed Based Capacity,NA,66.66666666666666
2024-01-21,Women,Room Based Capacity,Scarborough,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,95.58823529411764
2024-01-21,Mixed Adult,Room Based Capacity,Vaughan,96.82539682539682
2024-01-21,Men,Bed Based Capacity,Toronto,93.75
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Room Based Capacity,NA,100
2024-01-21,Mixed Adult,Room Based Capacity,NA,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,88.57142857142857
2024-01-21,Mixed Adult,Room Based Capacity,Toronto,90.76923076923076
2024-01-21,Women,Bed Based Capacity,Toronto,98.86363636363636
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,98.93617021276596
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-21,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,98
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Room Based Capacity,Scarborough,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,90
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,96
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Room Based Capacity,North York,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,91.30434782608695
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,97.33333333333334
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,80
2024-01-21,Men,Room Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-21,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,North York,100
2024-01-21,Women,Bed Based Capacity,North York,100
2024-01-21,Men,Bed Based Capacity,North York,100
2024-01-21,Women,Bed Based Capacity,North York,100
2024-01-21,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-21,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,NA,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,88.23529411764706
2024-01-21,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-21,Youth,Bed Based Capacity,Toronto,66.66666666666666
2024-01-21,Women,Bed Based Capacity,Toronto,93.75
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,98.61111111111111
2024-01-21,Men,Room Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Women,Room Based Capacity,Toronto,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Women,Room Based Capacity,North York,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Room Based Capacity,Scarborough,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Room Based Capacity,North York,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Men,Bed Based Capacity,Toronto,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,NA,100
2024-01-21,Families,Room Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Women,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Toronto,100
2024-01-21,Youth,Bed Based Capacity,Etobicoke,87.87878787878788
2024-01-21,Youth,Bed Based Capacity,Etobicoke,100
2024-01-21,Youth,Bed Based Capacity,Scarborough,100
2024-01-21,Youth,Bed Based Capacity,Scarborough,100
