date,speeding,ag_driv,alcohol,disability
2006-01-01,Yes,Yes,Yes,None
2006-01-01,Yes,Yes,Yes,None
2006-01-01,Yes,Yes,Yes,None
2006-01-01,Yes,Yes,Yes,None
2006-01-01,Yes,Yes,Yes,None
2006-01-01,Yes,Yes,Yes,None
2006-01-01,Yes,Yes,Yes,None
2006-01-01,Yes,Yes,Yes,None
2006-01-01,None,None,None,None
2006-01-01,None,None,None,None
2006-01-01,None,None,None,None
2006-01-01,None,None,None,None
2006-01-01,None,None,None,None
2006-01-02,None,None,None,None
2006-01-02,None,None,None,None
2006-01-04,None,None,None,None
2006-01-04,None,None,None,None
2006-01-06,None,None,None,None
2006-01-06,None,None,None,None
2006-01-07,None,None,None,None
2006-01-07,None,None,None,None
2006-01-07,None,None,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-08,None,Yes,None,None
2006-01-09,None,None,None,None
2006-01-09,None,None,None,None
2006-01-09,None,None,None,None
2006-01-09,None,None,None,None
2006-01-09,None,None,None,None
2006-01-09,None,None,None,None
2006-01-10,None,None,None,Yes
2006-01-10,None,None,None,Yes
2006-01-11,Yes,Yes,None,None
2006-01-11,Yes,Yes,None,None
2006-01-11,Yes,Yes,None,None
2006-01-11,Yes,Yes,None,None
2006-01-11,Yes,Yes,None,None
2006-01-11,Yes,Yes,None,None
2006-01-14,Yes,Yes,None,None
2006-01-14,Yes,Yes,None,None
2006-01-14,Yes,Yes,None,None
2006-01-14,None,None,None,None
2006-01-14,None,None,None,None
2006-01-15,None,None,None,None
2006-01-15,None,None,None,None
2006-01-17,None,None,None,None
2006-01-17,None,None,None,None
2006-01-17,None,Yes,None,None
2006-01-17,None,Yes,None,None
2006-01-17,None,None,None,None
2006-01-17,None,None,None,None
2006-01-17,None,None,None,None
2006-01-21,Yes,Yes,None,None
2006-01-21,Yes,Yes,None,None
2006-01-21,Yes,Yes,None,None
2006-01-22,None,Yes,None,None
2006-01-22,None,Yes,None,None
2006-01-22,None,Yes,None,None
2006-01-22,None,None,None,None
2006-01-22,None,None,None,None
2006-01-22,None,None,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,None,Yes,None,None
2006-01-24,None,Yes,None,None
2006-01-24,None,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-24,Yes,Yes,None,None
2006-01-27,Yes,Yes,None,None
2006-01-27,Yes,Yes,None,None
2006-01-27,Yes,Yes,None,None
2006-01-27,Yes,Yes,None,None
2006-01-27,Yes,Yes,None,None
2006-01-27,Yes,Yes,None,None
2006-01-27,Yes,Yes,None,None
2006-01-27,Yes,Yes,None,None
2006-01-29,None,None,None,None
2006-01-29,None,None,None,None
2006-01-29,None,Yes,None,None
2006-01-29,None,Yes,None,None
2006-02-02,None,None,None,None
2006-02-02,None,None,None,None
2006-02-02,None,None,None,None
2006-02-02,None,None,None,None
2006-02-03,None,Yes,None,None
2006-02-03,None,Yes,None,None
2006-02-03,None,Yes,None,None
2006-02-03,None,Yes,None,None
2006-02-07,None,None,None,None
2006-02-07,None,None,None,None
2006-02-08,None,Yes,None,None
2006-02-08,None,Yes,None,None
2006-02-08,None,None,None,None
2006-02-08,None,None,None,None
2006-02-11,None,None,None,None
2006-02-11,None,None,None,None
2006-02-12,None,None,None,None
2006-02-12,None,None,None,None
2006-02-12,None,None,None,None
2006-02-12,None,None,None,None
2006-02-12,None,None,None,None
2006-02-12,None,None,None,None
2006-02-12,Yes,Yes,None,None
2006-02-12,Yes,Yes,None,None
2006-02-12,Yes,Yes,None,None
2006-02-12,Yes,Yes,None,None
2006-02-12,Yes,Yes,None,None
2006-02-12,Yes,Yes,None,None
2006-02-13,None,Yes,None,None
2006-02-13,None,Yes,None,None
2006-02-13,None,Yes,None,None
2006-02-14,Yes,Yes,None,None
2006-02-14,Yes,Yes,None,None
2006-02-14,Yes,Yes,None,None
2006-02-14,Yes,Yes,None,None
2006-02-14,Yes,Yes,None,None
2006-02-14,Yes,Yes,None,None
2006-02-15,None,Yes,None,None
2006-02-15,None,Yes,None,None
2006-02-15,None,Yes,None,None
2006-02-16,Yes,Yes,None,None
2006-02-16,Yes,Yes,None,None
2006-02-16,None,Yes,None,None
2006-02-16,None,Yes,None,None
2006-02-16,None,Yes,None,None
2006-02-19,None,None,None,None
2006-02-19,None,None,None,None
2006-02-20,Yes,Yes,None,None
2006-02-20,Yes,Yes,None,None
2006-02-20,None,None,None,None
2006-02-20,None,None,None,None
2006-02-20,None,None,None,None
2006-02-21,None,Yes,None,None
2006-02-21,None,Yes,None,None
2006-02-23,None,Yes,None,None
2006-02-23,None,Yes,None,None
2006-02-23,None,Yes,None,None
2006-02-23,None,Yes,None,None
2006-02-23,None,Yes,None,None
2006-02-24,None,None,None,None
2006-02-24,None,None,None,None
2006-02-24,None,None,None,None
2006-02-25,None,Yes,None,None
2006-02-25,None,Yes,None,None
2006-02-25,None,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-26,Yes,Yes,None,None
2006-02-27,Yes,Yes,None,None
2006-02-27,Yes,Yes,None,None
2006-02-27,Yes,Yes,None,None
2006-02-27,None,Yes,None,None
2006-02-27,None,Yes,None,None
2006-02-27,None,Yes,None,None
2006-02-27,None,Yes,None,None
2006-02-27,None,Yes,None,None
2006-02-28,None,None,None,None
2006-02-28,None,None,None,None
2006-02-28,None,None,None,None
2006-02-28,None,None,None,None
2006-02-28,None,None,None,None
2006-03-01,None,None,None,None
2006-03-01,None,None,None,None
2006-03-06,None,None,None,None
2006-03-06,None,None,None,None
2006-03-06,None,None,None,None
2006-03-06,None,None,Yes,None
2006-03-06,None,None,Yes,None
2006-03-06,None,None,Yes,None
2006-03-06,None,None,Yes,None
2006-03-06,None,None,Yes,None
2006-03-06,None,None,Yes,None
2006-03-06,None,None,Yes,None
2006-03-08,None,None,None,None
2006-03-08,None,None,None,None
2006-03-08,None,None,None,None
2006-03-08,None,None,None,None
2006-03-08,None,None,None,None
2006-03-11,None,Yes,None,None
2006-03-11,None,Yes,None,None
2006-03-11,None,Yes,None,None
2006-03-11,None,Yes,None,None
2006-03-12,None,None,Yes,None
2006-03-12,None,None,Yes,None
2006-03-12,None,None,Yes,None
2006-03-12,None,Yes,Yes,None
2006-03-12,None,Yes,Yes,None
2006-03-15,None,None,None,None
2006-03-15,None,None,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-16,None,Yes,None,None
2006-03-17,None,Yes,None,None
2006-03-17,None,Yes,None,None
2006-03-17,None,None,None,None
2006-03-17,None,None,None,None
2006-03-18,None,Yes,None,None
2006-03-18,None,Yes,None,None
2006-03-18,None,Yes,None,None
2006-03-18,None,Yes,None,None
2006-03-18,None,Yes,None,None
2006-03-18,None,Yes,None,None
2006-03-18,Yes,Yes,Yes,None
2006-03-18,Yes,Yes,Yes,None
2006-03-19,Yes,Yes,None,None
2006-03-19,Yes,Yes,None,None
2006-03-19,Yes,Yes,None,None
2006-03-19,None,Yes,None,None
2006-03-19,None,Yes,None,None
2006-03-19,None,Yes,None,None
2006-03-19,None,Yes,None,None
2006-03-19,None,Yes,None,None
2006-03-19,None,Yes,None,None
2006-03-20,None,None,None,None
2006-03-20,None,None,None,None
2006-03-20,None,Yes,None,None
2006-03-20,None,Yes,None,None
2006-03-20,None,Yes,None,None
2006-03-22,None,None,None,Yes
2006-03-22,None,None,None,Yes
2006-03-22,None,None,None,Yes
2006-03-25,None,None,None,None
2006-03-25,None,None,None,None
2006-03-25,None,None,None,None
2006-03-25,None,None,None,None
2006-03-25,None,None,None,None
2006-03-25,None,Yes,None,None
2006-03-25,None,Yes,None,None
2006-03-26,None,None,None,None
2006-03-26,None,None,None,None
2006-03-26,None,None,None,None
2006-03-31,None,None,None,None
2006-03-31,None,None,None,None
2006-04-01,Yes,Yes,None,None
2006-04-01,Yes,Yes,None,None
2006-04-01,Yes,Yes,None,None
2006-04-01,Yes,Yes,None,None
2006-04-01,Yes,Yes,None,None
2006-04-01,None,Yes,None,None
2006-04-01,None,Yes,None,None
2006-04-01,None,Yes,None,None
2006-04-01,None,Yes,None,None
2006-04-01,None,Yes,None,None
2006-04-01,None,Yes,None,None
2006-04-02,None,None,None,Yes
2006-04-02,None,None,None,Yes
2006-04-03,None,None,None,None
2006-04-03,None,None,None,None
2006-04-04,None,None,Yes,None
2006-04-04,None,None,Yes,None
2006-04-04,None,None,None,None
2006-04-04,None,None,None,None
2006-04-06,None,None,None,None
2006-04-06,None,None,None,None
2006-04-06,None,None,None,None
2006-04-06,None,None,None,None
2006-04-07,Yes,Yes,None,None
2006-04-07,Yes,Yes,None,None
2006-04-07,Yes,Yes,None,None
2006-04-07,Yes,Yes,None,None
2006-04-08,None,None,None,None
2006-04-08,None,None,None,None
2006-04-10,None,Yes,None,None
2006-04-10,None,Yes,None,None
2006-04-11,None,Yes,None,None
2006-04-11,None,Yes,None,None
2006-04-11,None,None,None,None
2006-04-11,None,None,None,None
2006-04-11,Yes,Yes,None,None
2006-04-11,Yes,Yes,None,None
2006-04-12,None,None,None,None
2006-04-12,None,None,None,None
2006-04-12,None,None,None,None
2006-04-15,None,None,None,None
2006-04-15,None,None,None,None
2006-04-15,None,None,None,None
2006-04-18,None,None,None,None
2006-04-18,None,None,None,None
2006-04-18,None,None,None,None
2006-04-18,None,Yes,None,None
2006-04-18,None,Yes,None,None
2006-04-18,None,Yes,None,None
2006-04-18,None,Yes,None,None
2006-04-18,None,Yes,None,None
2006-04-18,None,Yes,None,None
2006-04-19,None,Yes,None,None
2006-04-19,None,Yes,None,None
2006-04-20,None,None,None,None
2006-04-20,None,None,None,None
2006-04-20,None,None,None,None
2006-04-20,None,None,None,None
2006-04-20,None,None,None,None
2006-04-20,None,None,None,None
2006-04-20,None,None,None,None
2006-04-23,Yes,Yes,None,None
2006-04-23,Yes,Yes,None,None
2006-04-23,Yes,Yes,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,Yes,Yes,Yes,None
2006-04-25,Yes,Yes,Yes,None
2006-04-25,Yes,Yes,Yes,None
2006-04-25,Yes,Yes,Yes,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-25,None,None,None,None
2006-04-26,None,Yes,None,None
2006-04-26,None,Yes,None,None
2006-04-26,None,Yes,None,None
2006-04-27,None,None,None,None
2006-04-27,None,None,None,None
2006-04-27,None,None,None,None
2006-04-27,None,None,None,None
2006-04-28,None,None,None,None
2006-04-28,None,None,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-28,Yes,Yes,None,None
2006-04-29,None,None,None,None
2006-04-29,Yes,Yes,None,None
2006-04-29,Yes,Yes,None,None
2006-04-29,Yes,Yes,None,None
2006-04-29,Yes,Yes,None,None
2006-04-29,Yes,Yes,None,None
2006-04-30,Yes,Yes,None,None
2006-04-30,Yes,Yes,None,None
2006-05-01,Yes,Yes,None,None
2006-05-01,Yes,Yes,None,None
2006-05-01,Yes,Yes,None,None
2006-05-01,Yes,Yes,None,None
2006-05-01,None,None,None,None
2006-05-02,Yes,Yes,None,None
2006-05-02,Yes,Yes,None,None
2006-05-03,None,None,None,None
2006-05-03,None,None,None,None
2006-05-03,None,Yes,None,None
2006-05-03,None,Yes,None,None
2006-05-03,None,Yes,None,None
2006-05-03,None,Yes,None,None
2006-05-03,None,Yes,None,None
2006-05-03,None,Yes,None,None
2006-05-03,None,None,None,Yes
2006-05-03,None,None,None,Yes
2006-05-03,None,None,None,None
2006-05-03,None,None,None,None
2006-05-03,None,None,None,None
2006-05-03,None,None,None,None
2006-05-05,None,Yes,None,None
2006-05-05,None,Yes,None,None
2006-05-05,None,Yes,None,None
2006-05-05,None,Yes,None,None
2006-05-05,None,None,None,None
2006-05-05,None,None,None,None
2006-05-06,None,None,None,Yes
2006-05-06,None,None,None,Yes
2006-05-06,None,None,None,Yes
2006-05-06,None,None,None,Yes
2006-05-06,None,None,None,None
2006-05-06,None,None,None,None
2006-05-07,None,None,None,None
2006-05-07,None,None,None,None
2006-05-08,Yes,Yes,None,None
2006-05-08,Yes,Yes,None,None
2006-05-08,None,None,None,None
2006-05-08,None,None,None,None
2006-05-08,None,None,None,None
2006-05-09,None,None,None,None
2006-05-09,None,None,None,None
2006-05-09,None,None,None,None
2006-05-09,None,None,None,None
2006-05-09,None,Yes,None,None
2006-05-09,None,Yes,None,None
2006-05-11,None,Yes,None,None
2006-05-11,None,Yes,None,None
2006-05-11,None,Yes,None,None
2006-05-11,None,Yes,None,None
2006-05-11,None,Yes,None,None
2006-05-11,None,None,None,None
2006-05-11,None,None,None,None
2006-05-11,None,None,None,None
2006-05-11,None,None,None,None
2006-05-13,None,None,None,None
2006-05-13,None,None,None,None
2006-05-13,None,None,None,None
2006-05-13,None,None,None,None
2006-05-14,Yes,Yes,None,None
2006-05-14,Yes,Yes,None,None
2006-05-14,Yes,Yes,None,None
2006-05-14,Yes,Yes,None,None
2006-05-14,Yes,Yes,None,None
2006-05-17,None,Yes,None,None
2006-05-17,None,Yes,None,None
2006-05-17,None,Yes,None,None
2006-05-17,None,Yes,None,None
2006-05-17,None,None,None,None
2006-05-17,None,None,None,None
2006-05-19,None,Yes,None,None
2006-05-19,None,Yes,None,None
2006-05-19,None,Yes,None,None
2006-05-19,None,Yes,None,None
2006-05-20,Yes,Yes,None,None
2006-05-20,Yes,Yes,None,None
2006-05-20,Yes,Yes,None,None
2006-05-20,Yes,Yes,None,None
2006-05-20,Yes,Yes,None,None
2006-05-21,None,None,None,None
2006-05-21,None,None,None,None
2006-05-21,None,None,None,None
2006-05-21,None,None,None,None
2006-05-23,None,Yes,None,None
2006-05-23,None,Yes,None,None
2006-05-24,None,Yes,None,None
2006-05-24,None,Yes,None,None
2006-05-24,None,None,None,None
2006-05-24,None,None,None,None
2006-05-24,None,None,None,None
2006-05-25,None,None,None,None
2006-05-25,None,None,None,None
2006-05-26,None,None,None,None
2006-05-27,Yes,Yes,Yes,None
2006-05-27,Yes,Yes,Yes,None
2006-05-27,Yes,Yes,Yes,None
2006-05-27,Yes,Yes,Yes,None
2006-05-27,Yes,Yes,Yes,None
2006-05-28,None,None,Yes,None
2006-05-28,None,None,Yes,None
2006-05-28,None,None,Yes,None
2006-05-28,None,None,Yes,None
2006-05-28,None,None,Yes,None
2006-05-28,None,None,None,None
2006-05-28,None,None,None,None
2006-05-28,None,None,None,None
2006-05-28,None,None,None,None
2006-05-28,None,None,None,None
2006-05-28,None,None,None,None
2006-05-29,None,None,None,None
2006-05-29,None,None,None,None
2006-05-29,None,None,None,None
2006-05-29,None,None,None,None
2006-05-29,None,None,None,None
2006-05-30,None,Yes,None,None
2006-06-01,None,Yes,Yes,None
2006-06-01,None,Yes,Yes,None
2006-06-01,None,Yes,Yes,None
2006-06-01,None,Yes,Yes,None
2006-06-01,None,Yes,Yes,None
2006-06-02,None,None,None,None
2006-06-02,None,None,None,None
2006-06-03,None,Yes,None,None
2006-06-03,None,Yes,None,None
2006-06-03,None,Yes,None,None
2006-06-04,None,None,None,Yes
2006-06-05,None,None,Yes,None
2006-06-05,None,None,Yes,None
2006-06-05,None,None,Yes,None
2006-06-05,None,None,Yes,None
2006-06-05,None,None,Yes,None
2006-06-05,None,None,Yes,None
2006-06-05,None,None,Yes,None
2006-06-05,None,None,Yes,None
2006-06-05,None,Yes,None,None
2006-06-05,None,Yes,None,None
2006-06-06,None,None,None,None
2006-06-06,None,None,None,None
2006-06-06,None,None,None,None
2006-06-06,None,None,None,None
2006-06-06,None,None,None,None
2006-06-07,None,None,None,Yes
2006-06-07,None,None,None,Yes
2006-06-07,None,None,None,Yes
2006-06-07,None,None,None,Yes
2006-06-07,Yes,Yes,None,None
2006-06-07,Yes,Yes,None,None
2006-06-07,Yes,Yes,None,None
2006-06-08,None,None,None,None
2006-06-08,None,None,None,None
2006-06-08,None,None,None,None
2006-06-08,None,None,None,None
2006-06-08,None,None,None,None
2006-06-09,None,Yes,None,None
2006-06-09,None,Yes,None,None
2006-06-09,None,Yes,None,None
2006-06-10,None,Yes,None,None
2006-06-10,None,Yes,None,None
2006-06-10,None,None,None,None
2006-06-10,None,None,None,None
2006-06-10,None,None,None,None
2006-06-11,None,None,None,None
2006-06-11,None,None,None,None
2006-06-13,None,Yes,None,None
2006-06-13,None,Yes,None,None
2006-06-13,None,Yes,None,None
2006-06-13,None,Yes,None,None
2006-06-13,None,Yes,None,None
2006-06-13,None,Yes,None,None
2006-06-13,Yes,Yes,None,None
2006-06-13,Yes,Yes,None,None
2006-06-14,None,Yes,None,None
2006-06-14,None,Yes,None,None
2006-06-14,None,Yes,None,None
2006-06-14,None,None,None,None
2006-06-14,None,None,None,None
2006-06-15,None,Yes,None,None
2006-06-15,None,Yes,None,None
2006-06-17,None,Yes,None,None
2006-06-17,None,Yes,None,None
2006-06-17,None,Yes,None,None
2006-06-17,None,None,None,None
2006-06-17,None,None,None,None
2006-06-17,None,None,None,None
2006-06-17,None,None,None,None
2006-06-17,None,None,None,None
2006-06-18,None,Yes,Yes,None
2006-06-18,None,Yes,Yes,None
2006-06-18,None,Yes,None,None
2006-06-18,None,Yes,None,None
2006-06-18,None,Yes,None,None
2006-06-18,None,Yes,None,None
2006-06-18,None,Yes,None,None
2006-06-18,None,Yes,None,None
2006-06-18,None,None,None,None
2006-06-18,None,None,None,None
2006-06-18,None,None,None,None
2006-06-19,None,None,None,None
2006-06-19,None,None,None,None
2006-06-19,None,None,None,None
2006-06-19,None,None,None,None
2006-06-19,None,None,None,None
2006-06-20,Yes,Yes,Yes,None
2006-06-20,Yes,Yes,Yes,None
2006-06-20,Yes,Yes,Yes,None
2006-06-20,Yes,Yes,Yes,None
2006-06-20,Yes,Yes,None,None
2006-06-20,Yes,Yes,None,None
2006-06-20,Yes,Yes,None,None
2006-06-20,Yes,Yes,None,None
2006-06-20,Yes,Yes,None,None
2006-06-20,Yes,Yes,None,None
2006-06-21,None,None,None,None
2006-06-21,None,None,None,None
2006-06-21,None,None,None,None
2006-06-21,None,None,None,None
2006-06-21,None,None,None,None
2006-06-22,None,None,None,None
2006-06-22,None,None,None,None
2006-06-24,None,None,None,None
2006-06-24,None,None,None,None
2006-06-24,None,None,None,None
2006-06-24,None,None,None,None
2006-06-25,None,None,None,None
2006-06-25,None,None,None,None
2006-06-25,Yes,Yes,None,None
2006-06-25,Yes,Yes,None,None
2006-06-25,None,None,None,None
2006-06-25,None,None,None,None
2006-06-28,None,None,None,None
2006-06-28,None,None,None,None
2006-06-28,None,None,None,None
2006-06-28,None,None,None,None
2006-06-28,None,None,None,None
2006-06-28,None,None,None,None
2006-06-28,None,Yes,None,None
2006-06-28,None,Yes,None,None
2006-06-28,None,Yes,None,None
2006-06-28,None,Yes,None,None
2006-06-28,None,Yes,None,None
2006-06-29,None,None,None,None
2006-06-29,None,None,None,None
2006-06-29,None,None,None,None
2006-06-30,Yes,Yes,None,None
2006-06-30,Yes,Yes,None,None
2006-06-30,Yes,Yes,None,None
2006-06-30,Yes,Yes,None,None
2006-06-30,Yes,Yes,None,None
2006-06-30,None,None,None,None
2006-06-30,None,None,None,None
2006-06-30,None,None,None,None
2006-06-30,None,Yes,None,None
2006-06-30,None,Yes,None,None
2006-06-30,None,Yes,None,None
2006-07-04,None,Yes,None,None
2006-07-04,None,Yes,None,None
2006-07-04,None,Yes,None,None
2006-07-04,None,Yes,None,None
2006-07-04,None,None,None,None
2006-07-04,None,None,None,None
2006-07-04,None,Yes,None,None
2006-07-04,None,Yes,None,None
2006-07-04,None,Yes,None,None
2006-07-05,None,Yes,None,None
2006-07-05,None,Yes,None,None
2006-07-05,None,Yes,None,None
2006-07-07,None,Yes,None,None
2006-07-07,None,Yes,None,None
2006-07-07,None,Yes,None,None
2006-07-07,None,Yes,None,None
2006-07-07,None,None,None,None
2006-07-07,None,None,None,None
2006-07-07,None,None,None,None
2006-07-08,None,Yes,None,None
2006-07-08,None,Yes,None,None
2006-07-08,None,Yes,None,None
2006-07-08,None,Yes,None,None
2006-07-08,None,Yes,None,None
2006-07-08,None,Yes,None,None
2006-07-09,None,Yes,None,None
2006-07-09,None,Yes,None,None
2006-07-09,None,Yes,None,None
2006-07-09,None,Yes,None,None
2006-07-09,None,Yes,None,None
2006-07-10,None,Yes,None,None
2006-07-10,None,Yes,None,None
2006-07-10,None,Yes,None,None
2006-07-10,None,Yes,None,None
2006-07-10,None,None,None,None
2006-07-10,None,None,None,None
2006-07-10,None,None,None,None
2006-07-10,None,None,None,None
2006-07-10,None,None,None,None
2006-07-10,None,None,None,None
2006-07-10,None,None,None,None
2006-07-11,None,Yes,None,None
2006-07-11,None,Yes,None,None
2006-07-11,None,None,None,None
2006-07-11,None,None,None,None
2006-07-12,Yes,Yes,None,None
2006-07-12,Yes,Yes,None,None
2006-07-12,None,None,None,None
2006-07-12,None,None,None,None
2006-07-13,None,None,None,None
2006-07-13,None,None,None,None
2006-07-13,None,None,None,None
2006-07-13,None,None,None,None
2006-07-13,None,None,None,None
2006-07-14,Yes,Yes,None,None
2006-07-14,Yes,Yes,None,None
2006-07-14,Yes,Yes,None,None
2006-07-14,None,None,None,None
2006-07-14,None,None,None,None
2006-07-14,None,None,None,None
2006-07-14,None,None,None,None
2006-07-14,None,None,None,None
2006-07-14,None,None,None,None
2006-07-16,None,None,None,Yes
2006-07-16,None,None,None,Yes
2006-07-16,None,None,None,Yes
2006-07-16,None,None,None,Yes
2006-07-17,Yes,Yes,None,None
2006-07-17,Yes,Yes,None,None
2006-07-18,None,Yes,None,None
2006-07-18,None,Yes,None,None
2006-07-18,None,Yes,None,None
2006-07-18,None,Yes,None,None
2006-07-18,None,Yes,None,None
2006-07-18,None,Yes,None,None
2006-07-18,None,Yes,None,None
2006-07-19,None,Yes,None,None
2006-07-19,None,Yes,None,None
2006-07-20,None,None,None,None
2006-07-20,None,None,None,None
2006-07-20,None,None,None,None
2006-07-20,None,None,None,None
2006-07-20,None,None,None,None
2006-07-20,None,None,None,None
2006-07-20,None,None,None,None
2006-07-20,None,None,None,None
2006-07-22,None,Yes,None,None
2006-07-22,None,Yes,None,None
2006-07-22,None,Yes,None,None
2006-07-23,None,None,Yes,None
2006-07-23,None,None,Yes,None
2006-07-23,None,None,None,None
2006-07-23,None,None,None,None
2006-07-24,None,None,None,None
2006-07-24,None,None,None,None
2006-07-24,None,None,None,None
2006-07-24,None,None,None,None
2006-07-24,None,None,None,None
2006-07-24,None,None,None,None
2006-07-24,None,None,None,None
2006-07-24,None,None,Yes,None
2006-07-24,None,None,Yes,None
2006-07-24,None,None,Yes,None
2006-07-24,None,None,Yes,None
2006-07-26,None,Yes,None,None
2006-07-26,None,Yes,None,None
2006-07-26,None,None,None,None
2006-07-26,None,None,None,None
2006-07-26,None,None,None,None
2006-07-26,None,None,None,None
2006-07-28,None,Yes,None,None
2006-07-28,None,Yes,None,None
2006-07-28,None,Yes,None,None
2006-07-28,None,None,None,None
2006-07-28,None,None,None,None
2006-07-28,None,None,None,None
2006-07-28,None,None,None,None
2006-07-30,None,Yes,None,None
2006-07-30,None,Yes,None,None
2006-07-30,None,None,None,None
2006-07-30,None,None,None,None
2006-07-30,None,None,None,None
2006-07-30,None,None,None,None
2006-07-30,None,None,None,None
2006-07-30,None,None,None,None
2006-07-31,None,None,None,None
2006-07-31,None,None,None,None
2006-07-31,None,None,None,None
2006-07-31,None,Yes,None,None
2006-07-31,None,Yes,None,None
2006-07-31,None,Yes,None,None
2006-07-31,None,None,None,None
2006-08-01,None,Yes,None,None
2006-08-01,None,Yes,None,None
2006-08-01,None,None,None,None
2006-08-01,None,None,None,None
2006-08-03,None,None,Yes,None
2006-08-03,None,None,Yes,None
2006-08-03,None,None,Yes,None
2006-08-03,None,None,Yes,None
2006-08-03,None,None,Yes,None
2006-08-03,None,None,Yes,None
2006-08-03,None,None,None,None
2006-08-03,None,None,None,None
2006-08-03,None,None,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-03,None,Yes,None,None
2006-08-05,None,None,None,None
2006-08-05,None,None,None,None
2006-08-05,None,None,None,None
2006-08-05,None,None,None,None
2006-08-05,None,None,None,None
2006-08-05,None,Yes,None,None
2006-08-05,None,Yes,None,None
2006-08-05,None,Yes,None,None
2006-08-05,None,Yes,None,None
2006-08-05,None,Yes,None,None
2006-08-05,None,Yes,None,None
2006-08-06,None,None,None,None
2006-08-06,None,None,None,None
2006-08-06,Yes,Yes,None,None
2006-08-06,Yes,Yes,None,None
2006-08-06,Yes,Yes,None,None
2006-08-07,None,Yes,None,None
2006-08-07,None,Yes,None,None
2006-08-07,None,Yes,None,None
2006-08-07,None,Yes,None,None
2006-08-08,None,None,None,None
2006-08-08,None,None,None,None
2006-08-08,None,Yes,None,None
2006-08-08,None,Yes,None,None
2006-08-08,None,Yes,None,None
2006-08-08,None,Yes,None,None
2006-08-08,None,Yes,None,None
2006-08-09,None,Yes,None,None
2006-08-09,None,Yes,None,None
2006-08-09,None,Yes,None,None
2006-08-09,None,None,None,None
2006-08-09,None,None,None,None
2006-08-10,None,Yes,None,None
2006-08-10,None,Yes,None,None
2006-08-10,None,None,None,None
2006-08-10,None,None,None,None
2006-08-11,None,None,None,None
2006-08-11,None,None,None,None
2006-08-11,None,None,None,None
2006-08-11,None,None,None,None
2006-08-11,None,None,None,None
2006-08-12,None,None,None,None
2006-08-12,None,None,None,None
2006-08-12,None,None,None,None
2006-08-12,None,None,None,None
2006-08-12,None,None,None,None
2006-08-12,None,None,None,None
2006-08-12,None,None,None,None
2006-08-15,None,Yes,None,None
2006-08-15,None,Yes,None,None
2006-08-15,None,Yes,None,None
2006-08-15,None,Yes,None,None
2006-08-15,None,Yes,None,None
2006-08-15,None,Yes,None,None
2006-08-15,None,None,None,None
2006-08-15,None,None,None,None
2006-08-15,None,None,None,None
