date,speeding,ag_driv,alcohol,disability
2007-10-22,None,None,None,Yes
2007-10-23,None,Yes,None,None
2007-10-23,None,Yes,None,None
2007-10-23,None,Yes,None,None
2007-10-24,None,None,None,None
2007-10-24,None,None,None,None
2007-10-24,None,None,None,None
2007-10-25,None,Yes,None,None
2007-10-25,None,Yes,None,None
2007-10-25,None,Yes,None,None
2007-10-26,None,Yes,None,None
2007-10-26,None,Yes,None,None
2007-10-29,None,None,None,None
2007-10-29,None,None,None,None
2007-10-31,None,Yes,None,None
2007-10-31,None,Yes,None,None
2007-10-31,None,Yes,None,None
2007-10-31,None,Yes,None,None
2007-10-31,None,Yes,None,None
2007-10-31,None,Yes,None,None
2007-11-01,Yes,Yes,None,None
2007-11-01,Yes,Yes,None,None
2007-11-01,Yes,Yes,None,None
2007-11-01,Yes,Yes,None,None
2007-11-01,Yes,Yes,None,None
2007-11-02,None,None,None,None
2007-11-02,None,None,None,None
2007-11-03,Yes,Yes,None,None
2007-11-03,Yes,Yes,None,None
2007-11-03,None,None,None,None
2007-11-03,None,None,None,None
2007-11-04,None,None,None,None
2007-11-04,None,None,None,None
2007-11-04,None,None,None,None
2007-11-05,None,Yes,None,None
2007-11-05,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-06,None,Yes,None,None
2007-11-07,None,None,None,None
2007-11-07,None,None,None,None
2007-11-07,None,None,None,None
2007-11-07,None,None,None,None
2007-11-07,None,None,None,None
2007-11-07,None,None,None,None
2007-11-07,None,None,None,None
2007-11-07,None,None,None,None
2007-11-08,None,None,None,None
2007-11-08,None,None,None,None
2007-11-08,None,None,None,None
2007-11-08,None,None,None,None
2007-11-08,None,None,None,None
2007-11-08,None,None,None,None
2007-11-08,None,None,None,None
2007-11-08,None,Yes,None,None
2007-11-08,None,Yes,None,None
2007-11-08,None,Yes,None,None
2007-11-08,None,Yes,None,None
2007-11-09,None,None,None,None
2007-11-09,None,None,None,None
2007-11-09,None,Yes,None,None
2007-11-09,None,Yes,None,None
2007-11-09,None,None,None,None
2007-11-09,None,None,None,None
2007-11-09,None,Yes,None,None
2007-11-09,None,Yes,None,None
2007-11-09,None,Yes,None,None
2007-11-09,None,Yes,None,None
2007-11-09,None,Yes,None,None
2007-11-10,None,None,None,None
2007-11-10,None,None,None,None
2007-11-11,None,None,None,None
2007-11-11,None,None,None,None
2007-11-13,None,Yes,None,None
2007-11-13,None,Yes,None,None
2007-11-13,None,Yes,None,None
2007-11-13,None,Yes,None,None
2007-11-14,None,None,None,None
2007-11-14,None,None,None,None
2007-11-15,None,None,None,None
2007-11-15,None,None,None,None
2007-11-15,None,None,None,None
2007-11-16,None,None,None,None
2007-11-16,None,None,None,None
2007-11-16,None,None,None,None
2007-11-17,None,None,None,None
2007-11-17,None,None,None,None
2007-11-17,None,None,None,None
2007-11-17,None,Yes,None,None
2007-11-17,None,Yes,None,None
2007-11-17,None,None,None,None
2007-11-17,None,None,None,None
2007-11-18,None,None,None,None
2007-11-18,None,None,None,None
2007-11-19,None,Yes,None,None
2007-11-19,None,Yes,None,None
2007-11-21,None,None,None,None
2007-11-21,None,None,None,None
2007-11-21,None,None,None,None
2007-11-21,None,None,None,None
2007-11-21,None,None,None,None
2007-11-22,None,Yes,None,None
2007-11-22,None,Yes,None,None
2007-11-23,None,Yes,None,None
2007-11-23,None,Yes,None,None
2007-11-23,None,Yes,None,None
2007-11-23,None,Yes,None,None
2007-11-23,None,None,None,None
2007-11-23,None,None,None,None
2007-11-23,None,None,None,None
2007-11-23,None,None,None,None
2007-11-23,Yes,Yes,None,None
2007-11-23,Yes,Yes,None,None
2007-11-23,None,None,None,None
2007-11-23,None,None,None,None
2007-11-23,None,None,None,None
2007-11-24,None,None,None,None
2007-11-24,None,None,None,None
2007-11-25,Yes,Yes,None,None
2007-11-25,Yes,Yes,None,None
2007-11-25,None,None,None,None
2007-11-25,None,None,None,None
2007-11-28,None,None,None,None
2007-11-28,None,None,None,None
2007-11-28,None,None,None,None
2007-11-28,None,None,None,None
2007-11-28,None,Yes,None,None
2007-11-28,None,Yes,None,None
2007-11-29,Yes,Yes,None,None
2007-11-29,Yes,Yes,None,None
2007-11-29,None,Yes,None,None
2007-11-29,None,Yes,None,None
2007-11-29,None,None,None,None
2007-11-29,None,None,None,None
2007-11-30,Yes,Yes,Yes,None
2007-11-30,Yes,Yes,Yes,None
2007-11-30,Yes,Yes,Yes,None
2007-11-30,Yes,Yes,Yes,None
2007-11-30,Yes,Yes,Yes,None
2007-11-30,Yes,Yes,Yes,None
2007-11-30,Yes,Yes,Yes,None
2007-12-02,Yes,Yes,Yes,None
2007-12-02,Yes,Yes,Yes,None
2007-12-02,Yes,Yes,Yes,None
2007-12-03,None,Yes,None,None
2007-12-03,None,Yes,None,None
2007-12-03,None,Yes,None,None
2007-12-03,None,Yes,None,None
2007-12-04,None,None,None,None
2007-12-04,None,None,None,None
2007-12-04,None,None,None,None
2007-12-04,None,None,None,None
2007-12-04,None,None,None,None
2007-12-04,None,None,None,None
2007-12-05,None,None,None,None
2007-12-05,None,None,None,None
2007-12-06,None,Yes,None,None
2007-12-06,None,Yes,None,None
2007-12-08,None,None,Yes,None
2007-12-08,None,None,Yes,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,Yes,None,None
2007-12-10,None,None,None,None
2007-12-10,None,None,None,None
2007-12-11,None,Yes,None,None
2007-12-11,None,Yes,None,None
2007-12-12,None,None,None,None
2007-12-12,None,None,None,None
2007-12-13,None,None,None,None
2007-12-13,None,None,None,None
2007-12-14,None,None,None,None
2007-12-14,None,None,None,None
2007-12-15,None,None,None,None
2007-12-15,None,None,None,None
2007-12-15,None,None,None,None
2007-12-16,None,None,None,None
2007-12-16,None,None,None,None
2007-12-16,None,None,None,None
2007-12-16,None,None,None,None
2007-12-16,None,None,None,None
2007-12-16,None,None,None,None
2007-12-16,None,None,None,None
2007-12-16,None,None,None,None
2007-12-16,None,None,None,None
2007-12-17,None,Yes,None,None
2007-12-17,None,Yes,None,None
2007-12-17,None,Yes,None,None
2007-12-17,None,Yes,None,None
2007-12-20,None,None,None,None
2007-12-20,None,None,None,None
2007-12-20,None,None,None,None
2007-12-20,None,None,None,None
2007-12-20,None,None,None,None
2007-12-21,None,None,None,None
2007-12-21,None,None,None,None
2007-12-21,None,None,None,None
2007-12-21,None,None,None,None
2007-12-21,None,None,None,None
2007-12-21,None,None,None,None
2007-12-23,None,None,None,None
2007-12-23,None,None,None,None
2007-12-23,None,None,None,None
2007-12-23,None,None,None,None
2007-12-24,None,None,None,None
2007-12-24,None,None,None,None
2007-12-27,None,None,None,None
2007-12-27,None,None,None,None
2007-12-27,None,None,None,None
2007-12-27,None,None,None,None
2007-12-27,None,None,None,None
2007-12-27,None,None,None,None
2007-12-28,Yes,Yes,None,None
2007-12-28,Yes,Yes,None,None
2007-12-28,Yes,Yes,None,None
2007-12-29,None,Yes,None,None
2007-12-29,None,Yes,None,None
2007-12-29,None,Yes,None,None
2007-12-29,None,Yes,None,None
2007-12-29,None,None,None,None
2007-12-29,None,None,None,None
2007-12-31,Yes,Yes,None,None
2007-12-31,Yes,Yes,None,None
2007-12-31,None,Yes,None,None
2007-12-31,None,Yes,None,None
2008-01-03,None,None,None,None
2008-01-03,None,None,None,None
2008-01-04,None,None,None,None
2008-01-04,None,None,None,None
2008-01-05,None,None,None,None
2008-01-05,None,None,None,None
2008-01-05,None,None,None,None
2008-01-05,None,None,None,None
2008-01-07,None,None,None,None
2008-01-07,None,None,None,None
2008-01-07,None,Yes,None,None
2008-01-07,None,Yes,None,None
2008-01-07,None,Yes,None,None
2008-01-07,None,Yes,None,None
2008-01-08,None,None,None,None
2008-01-08,None,None,None,None
2008-01-08,None,None,None,None
2008-01-11,Yes,Yes,None,None
2008-01-11,Yes,Yes,None,None
2008-01-11,Yes,Yes,None,None
2008-01-11,Yes,Yes,None,None
2008-01-11,Yes,Yes,None,None
2008-01-11,Yes,Yes,None,None
2008-01-11,None,Yes,None,None
2008-01-11,None,Yes,None,None
2008-01-11,None,None,None,None
2008-01-11,None,None,None,None
2008-01-11,None,Yes,None,None
2008-01-11,None,Yes,None,None
2008-01-11,None,Yes,None,None
2008-01-14,None,None,Yes,None
2008-01-14,None,None,Yes,None
2008-01-14,None,None,Yes,None
2008-01-14,None,None,Yes,None
2008-01-15,None,None,None,None
2008-01-15,None,None,None,None
2008-01-15,None,Yes,None,None
2008-01-15,None,Yes,None,None
2008-01-16,None,None,None,None
2008-01-16,None,None,None,None
2008-01-16,None,Yes,None,Yes
2008-01-16,None,Yes,None,Yes
2008-01-17,None,None,None,None
2008-01-17,None,None,None,None
2008-01-17,None,None,None,None
2008-01-17,None,None,None,None
2008-01-17,None,None,None,None
2008-01-17,None,Yes,None,None
2008-01-17,None,Yes,None,None
2008-01-17,None,Yes,None,None
2008-01-21,None,None,None,None
2008-01-21,None,None,None,None
2008-01-21,None,None,None,None
2008-01-21,None,None,None,None
2008-01-22,None,Yes,None,None
2008-01-22,None,Yes,None,None
2008-01-22,None,Yes,None,None
2008-01-22,None,Yes,None,None
2008-01-23,None,None,None,None
2008-01-23,None,None,None,None
2008-01-23,None,Yes,None,None
2008-01-23,None,Yes,None,None
2008-01-25,None,Yes,None,None
2008-01-25,None,Yes,None,None
2008-01-25,None,Yes,None,None
2008-01-25,None,Yes,None,None
2008-01-25,Yes,Yes,None,None
2008-01-25,Yes,Yes,None,None
2008-01-25,Yes,Yes,None,None
2008-01-25,Yes,Yes,None,None
2008-01-26,None,Yes,None,None
2008-01-26,None,Yes,None,None
2008-01-26,None,Yes,None,None
2008-01-26,None,Yes,None,None
2008-01-26,None,None,None,None
2008-01-26,None,None,None,None
2008-01-27,None,Yes,None,None
2008-01-27,None,Yes,None,None
2008-01-28,None,Yes,None,None
2008-01-28,None,Yes,None,None
2008-01-29,None,None,None,None
2008-01-29,None,None,None,None
2008-01-29,None,Yes,None,None
2008-01-29,None,Yes,None,None
2008-01-29,None,Yes,None,None
2008-01-29,None,Yes,None,None
2008-01-29,None,Yes,None,None
2008-01-29,None,Yes,None,None
2008-01-29,None,Yes,None,None
2008-01-29,None,Yes,None,None
2008-01-30,None,None,None,None
2008-01-30,None,None,None,None
2008-01-31,None,None,None,None
2008-01-31,None,None,None,None
2008-02-02,Yes,Yes,None,None
2008-02-02,Yes,Yes,None,None
2008-02-02,Yes,Yes,None,None
2008-02-02,Yes,Yes,None,None
2008-02-02,Yes,Yes,None,None
2008-02-02,Yes,Yes,None,None
2008-02-02,Yes,Yes,None,None
2008-02-03,None,Yes,Yes,None
2008-02-03,None,Yes,Yes,None
2008-02-03,None,Yes,Yes,None
2008-02-03,None,Yes,Yes,None
2008-02-03,Yes,Yes,None,None
2008-02-03,Yes,Yes,None,None
2008-02-03,Yes,Yes,None,None
2008-02-03,Yes,Yes,None,None
2008-02-03,Yes,Yes,None,None
2008-02-03,Yes,Yes,None,None
2008-02-04,None,None,None,None
2008-02-04,None,None,None,None
2008-02-04,None,None,None,None
2008-02-04,None,None,None,None
2008-02-04,None,Yes,None,None
2008-02-04,None,Yes,None,None
2008-02-04,None,Yes,None,None
2008-02-04,None,Yes,None,None
2008-02-04,None,Yes,None,None
2008-02-05,None,Yes,None,None
2008-02-05,None,Yes,None,None
2008-02-05,None,Yes,None,None
2008-02-05,None,Yes,None,None
2008-02-05,None,Yes,None,None
2008-02-05,None,Yes,None,None
2008-02-08,None,None,None,None
2008-02-08,None,None,None,None
2008-02-08,None,None,None,None
2008-02-08,None,None,None,None
2008-02-11,None,None,None,None
2008-02-11,None,None,None,None
2008-02-11,None,Yes,None,None
2008-02-11,None,Yes,None,None
2008-02-11,None,Yes,None,None
2008-02-15,None,None,None,None
2008-02-15,None,None,None,None
2008-02-17,None,None,None,None
2008-02-17,None,None,None,None
2008-02-17,None,None,None,None
2008-02-17,None,None,None,None
2008-02-17,None,None,None,None
2008-02-17,None,None,None,None
2008-02-17,None,None,None,None
2008-02-17,None,None,Yes,None
2008-02-17,None,None,Yes,None
2008-02-17,None,None,Yes,None
2008-02-17,None,None,Yes,None
2008-02-18,Yes,Yes,Yes,None
2008-02-20,None,Yes,None,None
2008-02-20,None,Yes,None,None
2008-02-23,None,Yes,None,None
2008-02-23,None,Yes,None,None
2008-02-23,None,Yes,None,None
2008-02-23,None,Yes,None,None
2008-02-24,None,Yes,None,None
2008-02-24,None,Yes,None,None
2008-02-24,None,Yes,None,None
2008-02-24,None,None,Yes,None
2008-02-24,None,None,Yes,None
2008-02-24,None,None,Yes,None
2008-02-24,None,None,Yes,None
2008-02-24,None,None,Yes,None
2008-02-24,None,None,Yes,None
2008-02-26,None,Yes,None,None
2008-02-26,None,Yes,None,None
2008-02-26,None,Yes,None,None
2008-02-26,Yes,Yes,None,None
2008-02-26,Yes,Yes,None,None
2008-02-26,Yes,Yes,None,None
2008-02-27,None,Yes,None,None
2008-02-27,None,Yes,None,None
2008-02-27,None,None,None,None
2008-02-27,None,None,None,None
2008-02-28,None,Yes,None,None
2008-02-28,None,Yes,None,None
2008-02-28,None,Yes,None,None
2008-02-28,None,Yes,None,None
2008-02-28,None,Yes,None,None
2008-02-28,None,None,None,None
2008-02-28,None,None,None,None
2008-02-29,Yes,Yes,None,None
2008-02-29,Yes,Yes,None,None
2008-02-29,Yes,Yes,None,None
2008-03-01,None,Yes,None,None
2008-03-01,None,Yes,None,None
2008-03-04,Yes,Yes,None,None
2008-03-04,Yes,Yes,None,None
2008-03-04,Yes,Yes,None,None
2008-03-04,Yes,Yes,None,None
2008-03-04,None,None,None,Yes
2008-03-06,None,None,None,None
2008-03-06,None,None,None,None
2008-03-07,Yes,Yes,None,None
2008-03-07,Yes,Yes,None,None
2008-03-09,None,Yes,None,None
2008-03-09,None,Yes,None,None
2008-03-09,None,Yes,None,None
2008-03-09,None,None,Yes,None
2008-03-09,None,None,Yes,None
2008-03-10,None,None,None,None
2008-03-10,None,None,None,None
2008-03-10,None,None,None,None
2008-03-10,None,None,None,None
2008-03-10,None,None,None,None
2008-03-10,None,None,None,None
2008-03-10,None,None,None,None
2008-03-10,Yes,Yes,None,None
2008-03-10,Yes,Yes,None,None
2008-03-10,Yes,Yes,None,None
2008-03-10,Yes,Yes,None,None
2008-03-11,None,Yes,None,None
2008-03-11,None,Yes,None,None
2008-03-11,None,Yes,None,None
2008-03-11,None,Yes,None,None
2008-03-11,None,Yes,None,None
2008-03-13,Yes,Yes,None,None
2008-03-13,Yes,Yes,None,None
2008-03-13,Yes,Yes,None,None
2008-03-13,Yes,Yes,None,None
2008-03-13,Yes,Yes,None,None
2008-03-13,None,Yes,None,None
2008-03-13,None,Yes,None,None
2008-03-15,None,None,None,None
2008-03-15,None,None,None,None
2008-03-15,None,None,None,None
2008-03-17,Yes,Yes,None,None
2008-03-17,Yes,Yes,None,None
2008-03-19,None,None,None,None
2008-03-19,None,None,None,None
2008-03-20,None,None,None,None
2008-03-20,None,None,None,None
2008-03-24,None,None,None,None
2008-03-24,None,None,None,None
2008-03-24,None,None,None,None
2008-03-24,None,None,None,None
2008-03-24,None,None,None,None
2008-03-24,None,None,None,None
2008-03-26,None,None,None,None
2008-03-26,None,None,None,None
2008-03-26,None,None,None,None
2008-03-28,None,Yes,None,None
2008-03-28,None,Yes,None,None
2008-03-28,None,Yes,None,None
2008-03-28,None,None,None,None
2008-03-28,None,None,None,None
2008-03-29,None,None,None,None
2008-03-29,None,None,None,None
2008-04-01,None,Yes,None,None
2008-04-01,None,Yes,None,None
2008-04-01,None,Yes,None,None
2008-04-01,None,Yes,None,None
2008-04-03,None,None,None,None
2008-04-03,None,None,None,None
2008-04-03,None,None,None,None
2008-04-03,None,None,None,None
2008-04-03,None,None,None,None
2008-04-06,None,None,None,None
2008-04-06,None,None,None,None
2008-04-07,None,None,None,None
2008-04-07,None,None,None,None
2008-04-07,None,None,None,None
2008-04-07,None,None,None,None
2008-04-07,None,None,None,None
2008-04-08,None,Yes,None,None
2008-04-08,None,Yes,None,None
2008-04-10,None,None,None,None
2008-04-10,None,None,None,None
2008-04-10,None,None,None,None
2008-04-10,None,None,None,None
2008-04-11,None,Yes,None,None
2008-04-11,None,Yes,None,None
2008-04-11,None,Yes,None,None
2008-04-11,None,Yes,None,None
2008-04-12,None,None,None,None
2008-04-12,None,None,None,None
2008-04-12,None,None,None,None
2008-04-12,None,None,None,None
2008-04-13,None,None,None,None
2008-04-13,None,None,None,None
2008-04-13,None,None,None,None
2008-04-13,None,None,None,None
2008-04-13,None,Yes,None,None
2008-04-13,None,Yes,None,None
2008-04-13,None,Yes,None,None
2008-04-13,None,Yes,None,None
2008-04-13,None,Yes,None,None
2008-04-13,None,Yes,None,None
2008-04-13,None,Yes,None,None
2008-04-13,None,Yes,None,None
2008-04-13,None,Yes,None,None
2008-04-14,None,None,None,None
2008-04-14,None,None,None,None
2008-04-14,None,None,None,None
2008-04-14,None,Yes,None,None
2008-04-14,None,Yes,None,None
2008-04-14,None,Yes,None,None
2008-04-14,None,Yes,None,None
2008-04-14,None,Yes,None,None
2008-04-14,None,Yes,None,None
2008-04-14,None,Yes,None,None
2008-04-14,None,Yes,None,None
2008-04-15,None,None,None,None
2008-04-15,None,None,None,None
2008-04-15,None,Yes,None,None
2008-04-15,None,Yes,None,None
2008-04-18,None,Yes,None,None
2008-04-18,None,Yes,None,None
2008-04-18,None,Yes,None,None
2008-04-19,None,None,None,None
2008-04-19,None,None,None,None
2008-04-19,None,Yes,None,None
2008-04-19,None,Yes,None,None
2008-04-21,None,None,None,None
2008-04-21,None,None,None,None
2008-04-21,None,None,None,None
2008-04-21,None,None,None,None
2008-04-21,None,None,None,None
2008-04-22,None,None,None,None
2008-04-22,None,None,None,None
2008-04-22,None,None,None,None
2008-04-24,None,None,None,None
2008-04-24,None,None,None,None
2008-04-24,None,None,None,None
2008-04-24,None,None,None,None
2008-04-24,None,None,None,None
2008-04-24,None,None,None,None
2008-04-24,None,None,None,None
2008-04-26,None,Yes,None,None
2008-04-26,None,Yes,None,None
2008-04-26,None,Yes,None,None
2008-04-26,None,Yes,None,None
2008-04-28,None,None,None,None
2008-04-28,None,None,None,None
2008-04-28,None,None,None,None
2008-04-28,None,None,None,None
2008-04-28,None,Yes,None,None
2008-04-28,None,Yes,None,None
2008-04-28,None,Yes,None,None
2008-04-28,None,None,None,None
2008-04-28,None,None,None,None
2008-04-28,None,None,None,None
2008-04-28,None,None,None,Yes
2008-04-28,None,None,None,Yes
2008-04-28,None,None,None,Yes
2008-04-28,None,None,None,None
2008-04-28,None,None,None,None
2008-04-28,None,None,None,None
2008-05-01,None,None,None,None
2008-05-01,None,None,None,None
2008-05-01,None,None,None,None
2008-05-02,None,None,None,None
2008-05-02,None,None,None,None
2008-05-02,None,None,None,None
2008-05-02,None,None,None,None
2008-05-02,None,None,None,None
2008-05-03,None,None,Yes,None
2008-05-03,None,None,Yes,None
2008-05-03,None,None,Yes,None
2008-05-04,None,None,Yes,None
2008-05-04,None,None,Yes,None
2008-05-04,None,None,Yes,None
2008-05-04,None,None,Yes,None
2008-05-05,None,Yes,None,None
2008-05-05,None,Yes,None,None
2008-05-05,None,Yes,None,None
2008-05-05,None,Yes,None,None
2008-05-05,None,Yes,None,None
2008-05-07,None,None,None,None
2008-05-07,None,None,None,None
2008-05-09,None,Yes,None,None
2008-05-09,None,Yes,None,None
2008-05-09,None,Yes,None,None
2008-05-09,None,None,None,None
2008-05-09,None,None,None,None
2008-05-09,None,None,None,None
2008-05-10,None,None,None,None
2008-05-10,None,None,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-13,Yes,Yes,None,None
2008-05-14,None,Yes,None,None
2008-05-14,None,Yes,None,None
2008-05-15,None,Yes,None,Yes
2008-05-15,None,Yes,None,Yes
2008-05-15,None,Yes,None,None
2008-05-15,None,Yes,None,None
2008-05-15,None,Yes,None,None
2008-05-15,None,Yes,None,None
2008-05-15,None,Yes,None,None
2008-05-15,None,Yes,None,None
2008-05-15,None,Yes,None,None
2008-05-15,None,Yes,None,None
2008-05-15,None,Yes,None,None
2008-05-15,None,None,None,None
2008-05-15,None,None,None,None
2008-05-18,None,None,None,None
2008-05-18,None,None,None,None
2008-05-18,None,None,None,None
2008-05-18,None,None,None,None
2008-05-18,None,None,None,None
2008-05-18,None,None,None,None
2008-05-20,None,Yes,None,None
2008-05-20,None,Yes,None,None
2008-05-20,None,Yes,None,None
2008-05-20,None,Yes,None,None
2008-05-22,None,None,None,None
2008-05-22,None,None,None,None
2008-05-22,None,None,None,None
2008-05-22,None,None,None,None
2008-05-23,None,None,None,None
2008-05-23,None,None,None,None
2008-05-23,None,None,None,None
2008-05-23,None,Yes,None,None
2008-05-23,None,Yes,None,None
2008-05-23,None,Yes,None,None
2008-05-24,Yes,Yes,None,None
2008-05-24,None,None,None,None
2008-05-24,None,None,None,None
2008-05-24,None,Yes,None,None
2008-05-24,None,Yes,None,None
2008-05-25,None,Yes,None,None
2008-05-25,None,Yes,None,None
2008-05-26,None,None,None,Yes
2008-05-26,None,None,None,Yes
2008-05-26,None,None,None,Yes
2008-05-26,None,None,None,None
2008-05-26,None,None,None,None
2008-05-26,None,None,None,None
2008-05-26,None,None,None,None
2008-05-26,None,None,None,None
2008-05-26,None,None,None,None
2008-05-26,None,None,None,Yes
2008-05-26,None,None,None,Yes
2008-05-26,None,None,None,Yes
2008-05-28,None,None,None,None
2008-05-28,None,None,None,None
2008-05-28,Yes,Yes,None,None
2008-05-28,Yes,Yes,None,None
2008-05-28,None,Yes,None,None
2008-05-28,None,Yes,None,None
2008-05-28,None,Yes,None,None
2008-05-30,None,None,None,None
2008-05-30,None,None,None,None
2008-05-30,None,None,None,None
2008-05-30,Yes,Yes,None,Yes
2008-05-30,Yes,Yes,None,Yes
2008-05-30,Yes,Yes,None,Yes
2008-06-01,Yes,Yes,None,None
2008-06-01,Yes,Yes,None,None
2008-06-01,Yes,Yes,None,None
2008-06-01,Yes,Yes,None,None
2008-06-01,Yes,Yes,None,None
2008-06-01,Yes,Yes,None,None
2008-06-01,None,Yes,None,None
2008-06-01,None,Yes,None,None
2008-06-01,None,Yes,None,None
2008-06-01,None,Yes,None,None
2008-06-02,None,None,None,None
2008-06-02,None,None,None,None
2008-06-02,None,None,None,None
2008-06-02,None,None,None,None
2008-06-02,None,None,None,None
2008-06-02,None,None,None,None
2008-06-02,None,None,None,None
2008-06-02,None,None,None,None
2008-06-02,None,None,None,None
2008-06-03,None,Yes,None,None
2008-06-03,None,Yes,None,None
2008-06-03,None,None,None,None
2008-06-03,None,None,None,None
2008-06-04,None,Yes,None,None
2008-06-04,None,Yes,None,None
2008-06-04,None,Yes,None,None
2008-06-04,None,Yes,None,None
2008-06-04,None,None,None,None
2008-06-04,None,None,None,None
2008-06-05,None,None,None,None
2008-06-05,None,None,None,None
2008-06-05,None,None,None,None
2008-06-06,None,None,None,None
2008-06-06,None,None,None,None
2008-06-06,None,None,None,None
2008-06-08,Yes,Yes,None,None
2008-06-08,Yes,Yes,None,None
2008-06-08,Yes,Yes,None,None
2008-06-08,Yes,Yes,None,None
2008-06-08,Yes,Yes,None,None
2008-06-08,Yes,Yes,None,None
2008-06-08,Yes,Yes,None,None
2008-06-08,None,None,None,Yes
2008-06-08,None,None,None,Yes
2008-06-08,None,None,None,Yes
2008-06-08,None,None,None,Yes
2008-06-08,None,None,None,Yes
2008-06-08,None,None,None,Yes
2008-06-08,None,None,None,None
2008-06-09,None,Yes,None,None
2008-06-09,None,Yes,None,None
2008-06-09,None,Yes,None,None
2008-06-11,None,None,None,None
2008-06-11,None,None,None,None
2008-06-11,None,None,None,None
2008-06-11,None,None,None,None
2008-06-11,None,None,None,None
2008-06-11,None,None,None,None
2008-06-11,None,None,None,None
2008-06-11,None,None,None,None
2008-06-11,None,None,None,None
2008-06-11,None,Yes,None,None
2008-06-11,None,Yes,None,None
2008-06-11,None,Yes,None,None
2008-06-12,None,None,None,None
2008-06-12,None,None,None,None
2008-06-12,None,Yes,None,None
2008-06-12,None,Yes,None,None
2008-06-12,None,None,None,None
2008-06-12,None,None,None,None
2008-06-12,None,None,None,None
2008-06-13,None,Yes,None,None
2008-06-13,None,Yes,None,None
2008-06-13,None,Yes,None,None
2008-06-13,None,Yes,None,None
2008-06-13,None,Yes,None,None
2008-06-13,None,Yes,None,None
2008-06-13,None,None,None,None
2008-06-13,None,None,None,None
2008-06-13,None,None,None,None
2008-06-13,None,None,None,None
2008-06-13,None,None,None,None
2008-06-14,None,Yes,None,None
2008-06-14,None,Yes,None,None
2008-06-14,None,Yes,None,None
2008-06-14,None,Yes,None,None
2008-06-14,None,Yes,None,None
2008-06-14,None,None,None,None
2008-06-14,None,None,None,None
2008-06-14,None,None,None,None
2008-06-14,None,None,None,None
2008-06-14,None,None,None,None
2008-06-15,None,None,None,None
2008-06-15,None,None,None,None
2008-06-15,None,Yes,None,None
2008-06-15,None,Yes,None,None
2008-06-15,None,Yes,None,None
2008-06-16,None,None,None,None
2008-06-16,None,None,None,None
2008-06-16,None,None,None,None
2008-06-16,None,None,None,None
2008-06-17,None,None,None,None
2008-06-17,None,None,None,None
2008-06-17,None,None,None,None
2008-06-17,None,Yes,None,None
2008-06-17,None,Yes,None,None
2008-06-17,None,Yes,None,None
2008-06-18,None,Yes,None,None
2008-06-18,None,Yes,None,None
2008-06-18,None,Yes,None,None
2008-06-20,None,Yes,None,None
2008-06-20,None,Yes,None,None
2008-06-20,None,None,None,Yes
2008-06-20,None,None,None,Yes
2008-06-22,None,None,None,None
2008-06-22,None,None,None,None
2008-06-22,None,None,None,None
2008-06-23,None,None,None,None
2008-06-23,None,None,None,None
2008-06-23,None,None,None,None
2008-06-24,Yes,Yes,None,None
2008-06-24,Yes,Yes,None,None
2008-06-24,None,Yes,None,None
2008-06-24,None,Yes,None,None
2008-06-24,None,Yes,None,None
2008-06-25,None,None,None,None
2008-06-25,None,None,None,None
2008-06-25,None,None,None,None
2008-06-25,None,None,None,None
2008-06-25,None,None,None,None
2008-06-25,None,None,None,None
2008-06-25,None,None,None,None
2008-06-25,None,None,None,None
2008-06-26,None,Yes,None,None
2008-06-26,None,Yes,None,None
2008-06-26,None,Yes,None,None
2008-06-27,Yes,Yes,Yes,None
2008-06-27,Yes,Yes,Yes,None
2008-06-27,Yes,Yes,Yes,None
2008-06-27,Yes,Yes,Yes,None
2008-06-28,None,None,None,None
2008-06-28,None,None,None,None
2008-06-28,None,None,None,None
2008-06-30,None,None,Yes,None
2008-06-30,None,None,Yes,None
2008-06-30,None,None,Yes,None
